Rad (kpc),Vobs (km/s),errV (km/s)
0.08795293919928256,7.762780179058822,2.520395234064733
0.15922639878514558,16.70976162442703,2.6453083063111005
0.2096414272493317,21.56521951249351,2.4710498386591038
0.25642515620529693,17.833886961493295,2.134589444902461
0.30640413449251,17.48263949843379,1.9131073067310636
0.3566072408848075,20.489754234304325,1.8144221922085628
0.40367270006720957,22.631431156167576,1.753004392616987
0.45088681750912707,19.12896560886504,1.642168761371657
0.49844889968919787,16.21848147460328,1.511067299549063
0.5463685606500953,18.813383444490746,1.498583433298428
0.5952957819402466,17.96247976998065,1.3887166420783679
0.6438400456866967,16.97570256878955,1.3428559758174117
0.692806951769912,17.07347979025062,1.3035997216112831
0.7403896108402631,14.965748033027113,1.2867457018982542
0.7888347382090812,15.296462836884233,1.193556559887072
0.8378615840750793,15.63461402680103,1.1965164193670783
0.8842365273065204,14.295625851267618,1.1891575326632957
0.9329805261586952,12.787781926654576,1.0979864145431883
0.9825690010285975,10.396991494868127,1.1059971104283033
1.0306516112387936,11.981443458605733,1.070197187193903
1.0800162610549648,9.869131290555403,1.0365175719537738
1.1281291220684455,9.773038585372401,1.0371676505343028
1.1756534315067484,14.067015640341527,1.0130389177659946
1.2242045090550524,15.933197271332821,1.0054926059537987
1.2722774519459052,13.574318883651733,0.9524170109974713
1.3210477112742682,10.886538001818083,0.9534057253702858
1.3692777845808286,10.177478313895474,0.9493248584607912
1.4183928496380285,6.930036058188159,0.9080120348652096
1.466731349337258,8.970097430461465,0.9156053875588229
1.5141957288761339,9.188878372355088,0.879299249462584
1.5628239728370754,8.324671650180923,0.8732102517892172
1.6109288908344674,9.457434419041672,0.8648389770912637
1.659159243478725,11.822695995240563,0.8327323727118845
1.7081925972117586,11.338523931610169,0.83635429976768
1.756726633195603,9.007570906110137,0.8138259581231534
1.8054174267206247,9.56652365020295,0.8033004742957497
1.8538104373173157,11.81496261648793,0.8140025679155699
1.901199806004571,13.002307568065845,0.7890350487309619
1.9494413662840537,14.036731744359134,0.7799871843919265
1.998399250093088,17.119032278838596,0.7725299659578346
2.0465424504538774,16.0197012627422,0.7623449822927473
2.095187540344891,17.093496453550795,0.7653367725210877
2.143014660208154,20.723960452064745,0.7427743317751696
2.1918110019043318,21.727403352957822,0.7283368378098648
2.240689836124488,22.86755186210541,0.7385556629826647
2.2883466299467607,23.516675471546286,0.7261753726623464
2.337060538608544,27.813679635893077,0.7137366465346996
2.385022101861499,28.95768224680446,0.7144171118681654
2.4335275788435484,24.76539763321427,0.6974764434265878
2.4822783133016353,26.071650083643107,0.6974375641213016
2.5307646102593866,25.320992579749664,0.6966312664565757
2.578786665810278,27.232116931637098,0.6859197430685886
2.6268213420344413,25.68992659668054,0.6793183370539
2.675135105592085,28.389421787439353,0.6586516763663873
2.724224931752688,28.927916354297132,0.6636297397791356
2.771878318454365,30.331545370476857,0.671904367168733
2.820139623794804,28.174866260504334,0.6402401281767423
2.8693624607326895,30.49544237796099,0.6457491835051121
2.9175864914470564,33.24010542223643,0.6426107495292933
2.9658953216320367,32.6430125074073,0.6396509104823116
3.0139769924924606,30.30596098557371,0.6411883077765637
3.0619760578327524,31.137587816836728,0.6301277161931086
3.1108626115575926,27.69138053860364,0.6169132901342401
3.1594210233105975,23.51071669978706,0.6144943978676161
3.207706993512923,26.10509583289399,0.6214587886630649
3.2565133653211227,26.769783595960046,0.6132557261081085
