Rad (kpc),Vobs (km/s),errV (km/s)
0.24177490680443234,3.140857079695297,3.009003903330292
0.4496321680117982,6.663778118308578,2.794689697745479
0.6104207685951902,5.829502825054911,2.456838422720527
0.7669704008191592,6.5119484723944385,2.254223436094035
0.9192133824762395,10.987491377186023,2.039996962872098
1.075497118931557,14.088564947313769,1.8481715353860593
1.2347029453262923,18.217926211129598,1.6809246147540957
1.394476239803405,21.753115620617734,1.6469902699032235
1.5502629364894982,23.62218256525981,1.5730657645226829
1.7067596270836436,25.118276656591778,1.4865408313472122
1.861482402157625,29.310795509420423,1.4208954792012487
2.0182668818102143,30.009511815990145,1.3484743060057032
2.1757177530664333,32.83704545205807,1.3042925546161532
2.333979844539473,31.959726975773165,1.2601587417765487
2.491378589243624,27.925391688998964,1.2536911230536616
2.6471724543493895,35.084229698855715,1.2263264372095777
2.8005859906035178,26.635325146430397,1.2150668395143198
2.958345378231259,29.62467214877491,1.110331001724478
3.118328532084562,26.042921689039446,1.1233190398329727
3.2741242631701564,28.59952816512395,1.1813462736059779
