Rad (kpc),Vobs (km/s),errV (km/s)
0.13566021380772675,9.723134046015574,1.47488225260606
0.2520061215842606,12.92642529976908,1.4212370862122785
0.34776557611393755,17.544171840316917,1.1426952930991234
0.44176141087695586,20.523460454133442,1.076209002438398
0.5400429923962037,22.651845415435236,0.8908927385091144
0.6409094079543775,20.98841567782439,0.8563325278493356
0.7364088943627634,20.973598088486305,0.7945734694042883
0.8345800316463557,27.939335753996627,0.7426784175530239
0.9326607574678496,27.91155896275706,0.7090609531478415
1.031239293566752,31.554749775011434,0.6718253393776723
1.1276589439093028,30.757552600333334,0.6626217735000404
1.2233591270433484,29.83746737722271,0.6343950556096823
1.3222500833186956,29.077334336726377,0.6201480209748164
1.4192032314395313,30.74539540271057,0.5923986010146784
1.517354662851571,30.005051216597984,0.5691617712579168
1.614154853702545,30.31224028945335,0.5618023002436671
1.7129591282194807,27.894215231665896,0.5356604260501183
1.8101463416940873,30.894582883816458,0.5342029653610223
1.905830464559083,30.291025616133286,0.5023888697638091
2.0052622416062316,28.045333059143417,0.4914797117281435
2.102958435918328,32.44197926140615,0.48619688233965475
2.2009488608225523,33.14331110078254,0.47542513395277736
2.2978056707648187,27.81962300502064,0.4887976946086912
2.3962350593065067,29.247131513014974,0.4573541035185659
2.494591660776443,28.044383091898126,0.46112242844912027
2.5910149272979464,31.105616270241477,0.4289053616443134
2.690345356655936,29.45136516311132,0.4238234651160643
2.7875816857168543,28.40792887356402,0.42010112417275736
2.885830883036018,32.18985771746007,0.40567839970628533
2.981817296270234,30.133664258989803,0.4131209175259395
3.0793562440999738,30.643277143493528,0.39109093771623643
3.1770675755566984,30.833099306383623,0.4246094489038966
3.2738989324046077,34.22880264642151,0.4954397726753759
3.3716235071654976,33.20253604874905,0.5074034915818751
3.469181060115394,33.4502633680229,0.5299377183882562
3.5681390596309726,36.67691467713266,0.5336960645932919
3.66476219871056,38.37260317867717,0.5877520569592534
3.762606594434331,36.00270558178619,0.636910660430537
3.8604437934109908,38.4871870063364,0.6689794327784809
3.957498014174132,38.77286386305275,0.7229473451463637
4.055839346414358,40.67159638336148,0.8223445306785427
4.15298159518737,39.85547786562614,0.873596030619767
4.252495635954699,39.28854275294244,0.97070436368098
4.3500119298510445,37.926246275490264,1.0649692581541395
4.445560923730684,42.01624228189876,1.015116144756303
4.544175293679907,40.19807117346768,1.0568446069319
4.643035476509897,40.55864603542404,1.1566424843135794
4.740049764050856,33.74595959429696,1.2389327482843377
4.838245709271117,30.20129196605543,1.3743674324279431
4.935584948295593,30.756013632618462,1.3976224302741365
5.034783694379651,25.918552840872273,1.4186468006767816
